ID,school_code,school_year,rolled_into,district_code_IWL,district_code_lea,school_type_iwl,school_type_other,is_open,name_iwl,name_hub,low_grade,high_grade,grade_config_IWL,grade_config_HUB,street1,street2,city,zip,phone,url,principal,principal_label,num_students,num_teachers,notes,name_short,district_name,name_short_lea,corecity_4_yn,corecity_5_yn,corecity_6_yn,charter_yn,compare_py_dsc,elem_yn,middle_yn,high_yn,pk_only_yn,title1_yn,grade_span,include_IWL_file_yn,display_yn_HUB,nces_code,ACT_CEEB_code,ucoa_code,ucoa_leacode,ctract2010,cblock2010,ctract2000,cblock2000,MC_yn,neighborhood
5577,25106,2014-2015,,25,25,Public School,,Y,Dr. Harry L. Halliwell Memorial School,Dr. Harry L. Halliwell Memorial School,3,5,Emh,Elementary,358 Victory Highway,,Slatersville,02876,4017622793,http://halliwell.northsmithfieldschools.com/,Diane Jolin,Principal,338,,,Halliwell Mem.,North Smithfield,N. Smithfield,N,N,N,N,,Y,N,N,N,,3 to 5,Y,Y,440081000184,,,,44007012801,,,,N,
5578,25108,2014-2015,,25,25,Public School,,Y,North Smithfield High School,North Smithfield High School,9,12,emH,High,412 Greenville Road,,North Smithfield,02896,4017662500,http://nshs.northsmithfieldschools.com/,Robert Mezzanotte,Principal,522,,,North Smithfield HS,North Smithfield,N. Smithfield,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440081000186,400287,,,44007012803,,,,N,
5579,25109,2014-2015,,25,25,Public School,,Y,North Smithfield Middle School,North Smithfield Middle School,6,8,eMh,Middle,1850 Providence Pike,,North Smithfield,02896,4015976100,http://nsms.northsmithfieldschools.com/,John Lahar,Principal,442,,,North Smithfield MS,North Smithfield,N. Smithfield,N,N,N,N,,N,Y,N,N,,6 to 8,Y,Y,440081000469,,,,44007012803,,,,N,
5580,25110,2014-2015,,25,25,Public School,,Y,North Smithfield Elementary School,North Smithfield Elementary School,PK,3,Emh,Elementary,2214 Providence Pike,,North Smithfield,02896,4017652260,http://nses.northsmithfieldschools.com/,Carolyn Frayne,Principal,450,,,North Smithfield Elem.,North Smithfield,N. Smithfield,N,N,N,N,,Y,N,N,N,,PK to 3,Y,Y,440081000399,,,,44007012803,,,,N,
5581,26103,2014-2015,,26,26,Public School,,Y,Joseph Jenks Junior High School,Joseph Jenks Junior High School,6,8,eMh,Middle,350 Division Street,,Pawtucket,02860,4017296520,http://pawtucket.jenks.schooldesk.net/,Elizabeth Fasteson,Principal,471,,"In 2014-15, grade 6 was added.",Jenks JHS,Pawtucket,Pawtucket,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440084000197,,,,44007017100,,,,N,
5582,26105,2014-2015,,26,26,Public School,,Y,William E. Tolman Senior High School,William E. Tolman Senior High School,9,12,emH,High,150 Exchange Street,,Pawtucket,02860,4017296400,http://pawtucket.tolman.schooldesk.net/,Christopher Savastano,Principal,996,,,Tolman SHS,Pawtucket,Pawtucket,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440084000202,400115,,,44007016000,,,,N,
5583,26106,2014-2015,,26,26,Public School,,Y,Samuel Slater Junior High School,Samuel Slater Junior High School,6,8,eMh,Middle,281 Mineral Spring Avenue,,Pawtucket,02860,4017296480,http://pawtucket.slater.schooldesk.net/,Jacqueline Ash,Principal,684,,,Slater JHS,Pawtucket,Pawtucket,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440084000200,,,,44007015100,,,,N,
5584,26107,2014-2015,,26,26,Public School,,Y,Goff Junior High School,Goff Junior High School,6,8,eMh,Middle,974 Newport Avenue,,Pawtucket,02861,4017296500,http://pawtucket.goff.schooldesk.net/,Lisa Benedetti-Ramzi,Principal,658,,,Goff JHS,Pawtucket,Pawtucket,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440084000198,,,,44007015900,,,,N,
5585,26109,2014-2015,,26,26,Public School,,Y,JM Walsh School for the Performing & Visual Arts,Jacqueline M. Walsh School for the Performing and Visual Arts,9,12,emH,High,350 Divison Street,,Pawtucket,02860,4017212148,http://pawtucket.walsh.schooldesk.net/,Elizabeth Fasteson,Principal,192,,,J. Walsh HS for Arts,Pawtucket,Pawtucket,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440084000466,400969,,,44007017100,,,,N,
5586,26110,2014-2015,,26,26,Public School,,Y,Potter-Burns School,Potter-Burns School,K,5,Emh,Elementary,973 Newport Avenue,,Pawtucket,02861,4017296250,http://pawtucket.burns.schooldesk.net/,Cheryl McWilliams,Principal,516,,,Potter-Burns,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440084000196,,,,44007015800,,,,N,
5587,26111,2014-2015,,26,26,Public School,,Y,Nathanael Greene School,Nathanael Greene School,K,6,Emh,Elementary,285 Smithfield Avenue,,Pawtucket,02860,4017296260,http://pawtucket.greene.schooldesk.net/,Monique Jacob,Principal,553,,,Greene,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,K to 6,Y,Y,440084000199,,,,44007016300,,,,N,
5588,26113,2014-2015,,26,26,Public School,,Y,Fallon Memorial School,Fallon Memorial School,PK,5,Emh,Elementary,62 Lincoln Avenue,,Pawtucket,02861,4017296254,http://pawtucket.fallon.schooldesk.net/,Mary Murray,Principal,640,,"In 2014-15, grade 6 was dropped.",Fallon Mem.,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,PK to 5,Y,Y,440084000192,,,,44007017000,,,,N,
5589,26115,2014-2015,,26,26,Public School,,Y,Flora S. Curtis Memorial School,Flora S. Curtis Memorial School,PK,5,Emh,Elementary,582 Benefit Street,,Pawtucket,02861,4017296252,http://pawtucket.curtis.schooldesk.net/,Jean Friend,Principal,350,,"In 2014-15, grade PK was added.",Curtis Mem.,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,PK to 5,Y,Y,440084000193,,,,44007015700,,,,N,
5590,26116,2014-2015,,26,26,Public School,,Y,Curvin-McCabe School,Curvin-McCabe School,K,5,Emh,Elementary,466 Cottage Street,,Pawtucket,02861,4017296258,http://pawtucket.mccabe.schooldesk.net/,Gina Adams,Principal,440,,,Curvin-McCabe,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440084000189,,,,44007015500,,,,N,
5591,26118,2014-2015,,26,26,Public School,,Y,Shea Senior High School,Charles E. Shea Senior High School,9,12,emH,High,485 East Avenue,,Pawtucket,02860,4017296445,http://pawtucket.shea.schooldesk.net/,Don Miller,Principal,863,,,Shea SHS,Pawtucket,Pawtucket,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440084000201,400125,,,44007016500,,,,N,
5592,26119,2014-2015,,26,26,Public School,,Y,Henry J. Winters School,Henry J. Winters School,K,6,Emh,Elementary,481 Broadway,,Pawtucket,02860,4017296272,http://pawtucket.winters.schooldesk.net/,Michael Gilmore,Principal,471,,,Winters,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,K to 6,Y,Y,440084000195,,,,44007015400,,,,N,
5593,26120,2014-2015,,26,26,Public School,,Y,Elizabeth Baldwin School,Elizabeth Baldwin School,K,5,Emh,Elementary,50 Whitman Street,,Pawtucket,02860,4017296264,http://pawtucket.baldwin.schooldesk.net/,Joan DiOrio,Principal,714,,,Baldwin,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440084000191,,,,44007016400,,,,N,
5594,26121,2014-2015,,26,26,Public School,,Y,M. Virginia Cunningham School,M. Virginia Cunningham School,K,5,Emh,Elementary,40 Baldwin Street,,Pawtucket,02860,4017296262,http://pawtucket.cunningham.schooldesk.net/,Paul Zona Jr.,Principal,532,,,Cunningham,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440084000190,,,,44007015100,,,,N,
5595,26122,2014-2015,,26,26,Public School,,Y,Agnes E. Little School,Agnes E. Little School,K,5,Emh,Elementary,60 South Bend Street,,Pawtucket,02860,4017296256,http://pawtucket.little.schooldesk.net/,Raymond Dalton,Principal,428,,"In 2014-15, grade 6 was dropped.",Little,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440084000187,,,,44007017100,,,,N,
5596,26125,2014-2015,,26,26,Public School,,Y,Francis J. Varieur School,Francis J. Varieur School,PK,6,Emh,Elementary,486 Pleasant Street,,Pawtucket,02860,4017296266,http://pawtucket.varieur.schooldesk.net/,Edna Coia,Principal,446,,,Varieur,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,PK to 6,Y,Y,440084000194,,,,44007016600,,,,N,
5597,26601,2014-2015,,26,53,Independent Charter School,,Y,International Charter School,International Charter School,K,5,Emh,Elementary,334 Pleasant Street,,Pawtucket,02860,4017210824,http://www.internationalcharterschool.org/,Darlene Pugnali,Principal,325,,,Int'l Charter,International Charter,Int'l Charter,Y,Y,Y,Y,,Y,N,N,N,,K to 5,Y,Y,440003400226,,,,44007016600,,,,N,
5598,26602,2014-2015,,26,54,Independent Charter School,,Y,Blackstone Academy Charter School,Blackstone Academy Charter School,9,12,emH,High,334 Pleasant Street,,Pawtucket,02860,4017261750,http://www.blackstoneacademy.org/,Kyleen Carpenter,Principal,171,,,Blackstone Academy,Blackstone Academy,Blackstone Acad. Charter,Y,Y,Y,Y,,N,N,Y,N,,9 to 12,Y,Y,440003600246,400100,,,44007016600,,,,N,
5599,27103,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440087000400,,,,,,,,,
5600,27104,2014-2015,,27,27,Public School,,Y,Howard Hathaway School,Howard Hathaway School,K,3,Emh,Elementary,53 Tallman Avenue,,Portsmouth,02871,4016830500,http://www.portsmouthschoolsri.net/education/school/school.php?sectiondetailid=117&linkid=nav-menu-c,Lisa Little,Principal,356,,,Hathaway,Portsmouth,Portsmouth,N,N,N,N,,Y,N,N,N,,K to 3,Y,Y,440087000204,,,,44005040102,,,,N,
5601,27106,2014-2015,,27,27,Public School,,Y,Portsmouth High School,Portsmouth High School,9,12,emH,High,120 Education Lane,,Portsmouth,02871,4016832124,http://www.portsmouthschoolsri.net/education/school/school.php?sectionid=349&,Robert Littlefield,Principal,919,,,Portsmouth HS,Portsmouth,Portsmouth,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440087000207,400128,,,44005040102,,,,N,
5602,27111,2014-2015,,27,27,Public School,,Y,Melville Elementary School,Melville Elementary School,PK,3,Emh,Elementary,1351 West Main Road,,Portsmouth,02871,4016831650,http://www.portsmouthschoolsri.net/education/school/school.php?sectionid=4&,Elizabeth Viveiros,Principal,294,,,Melville,Portsmouth,Portsmouth,N,N,N,N,,Y,N,N,N,,PK to 3,Y,Y,440087000206,,,,44005040103,,,,N,
5603,27112,2014-2015,,27,27,Public School,,Y,Portsmouth Middle School,Portsmouth Middle School,4,8,eMh,Middle,125 Jepson Lane,,Portsmouth,02871,4018493700,http://www.portsmouthschoolsri.net/education/school/school.php?sectionid=3&,Joseph Amaral,Principal,948,,,Portsmouth MS,Portsmouth,Portsmouth,N,N,N,N,,N,Y,N,N,,4 to 8,Y,Y,440087000208,,,,44005040103,,,,N,
5604,27115,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440087000203,,,,,,,,,
5605,28102,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000372,,,,,,,,,
5606,28103,2014-2015,,28,28,Public School,,Y,Leviton Dual Language School,Leviton Dual Language School,K,5,Emh,Elementary,65 Greenwich Street,,Providence,02907,4012782872,http://providenceschools.org/elementary-schools/leviton,Javier Montanez,Principal,282,,,Lima Anx,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000237,,,,44007000300,440070003005016,,,Y,West End
5607,28104,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000239,,,,,,,,,
5608,28106,2014-2015,28134,28,28,Public School,Annex,Y,Frank Spaziano Annex,Frank Spaziano Annex,K,1,Emh,Elementary,240 Laban Street,,Providence,02909,4014561783,http://www.edline.net/pages/Frank_Spaziano_ES,Eusebio Lopes,Acting Principal,203,,,Spaziano Anx,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 1,Y,Y,440090000093,,,,44007001800,440070018004008,,,N,Hartford
5609,28111,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000337,,,,,,,,,
5610,28113,2014-2015,,28,28,Public School,,Y,Dr. Jorge Alvarez High School,Dr. Jorge Alvarez High School,9,12,emH,High,375 Adelaide Avenue,,Providence,02907,4014560676,http://www.edline.net/pages/Jorge_Alvarez_High_School,Janice Hawkins,Principal,407,,,Alvarez HS,Providence,Providence,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440090000344,400001,,,44007001500,440070015001016,,,N,Reservoir
5611,28115,2014-2015,,28,28,Public School,,Y,Asa Messer Elementary School,Asa Messer Elementary School,PK,4,Emh,Elementary,1655 Westminster Street,,Providence,02909,4014569401,http://www.edline.net/pages/Asa_Messer_Elementary_School,Denise Missry-Milburn,Principal,563,,"In 2014-15, grade PK was added and grade 5 was dropped.",Messer,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,PK to 4,Y,Y,440090000213,,,,44007001000,,,,Y,Federal Hill
5612,28116,2014-2015,,28,28,Public School,,Y,Alan Shawn Feinstein Elementary at Broad Street,Alan Shawn Feinstein Elementary at Broad Street,K,5,Emh,Elementary,1450 Broad Street,,Providence,02905,4014569367,http://www.edline.net/pages/Alan_Shawn_FeinsteinES,Cynthia Scheller,Principal,471,,,ASF @ Broad,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000215,,,,44007000102,,,,N,Washington Park
5613,28119,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000328,,,,,,,,,
5614,28121,2014-2015,,28,28,Public School,,Y,"Alfred Lima, Sr. Elementary School",Alfred Lima Sr. Elementary School,2,5,Emh,Elementary,222 Daboll Street,,Providence,02907,4012780504,http://www.edline.net/pages/Alfred_Lima_Elementary,Mercedes Torres,Principal,636,,,Lima,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,2 to 5,Y,Y,440090000124,,,,44007000300,,,,Y,West End
5615,28122,2014-2015,,28,28,Public School,,Y,Charles Fortes Elementary School,Charles Fortes Elementary School,PK,1,Emh,Elementary,234 Daboll Street,,Providence,02907,4012780501,http://www.edline.net/pages/Charles_Fortes_ES,Lori Hughes,Principal,393,,,Fortes,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,PK to 1,Y,Y,440090000133,,,,44007000300,,,,Y,West End
5616,28123,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
5617,28127,2014-2015,,28,28,Public School,,Y,Webster Avenue School,Webster Avenue School,K,5,Emh,Elementary,191 Webster Avenue,,Providence,02909,4014569414,http://www.edline.net/pages/Webster_Avenue_School,Alicia Jones,Principal,396,,,Webster Ave,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000247,,,,44007001600,,,,N,Silver Lake
5618,28130,2014-2015,,28,28,Public School,,Y,Veazie Street School,Veazie Street School,K,5,Emh,Elementary,211 Veazie Street,,Providence,02904,4014538601,http://www.edline.net/pages/Veazie_Street_School,Colleen Caswell,Principal,615,,,Veazie St,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000013,,,,44007002800,,,,N,Wanskuck
5619,28131,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
5620,28134,2014-2015,,28,28,Public School,,Y,Frank Spaziano Avenue Elementary School & Annex,Frank Spaziano Avenue Elementary School,K,5,Emh,Elementary,85 Laurel Hill Avenue,,Providence,02909,4014569389,http://www.edline.net/pages/Frank_Spaziano_ES,Eusebio Lopes,School Test Coordina,425,,,Spaziano,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000228,,,,44007001800,,,,N,Hartford
5621,28135,2014-2015,,28,28,Public School,,Y,George J. West Elementary School,George J. West Elementary School,K,5,Emh,Elementary,145 Beaufort Street,,Providence,02908,4014569337,http://www.edline.net/pages/George_West_ES,Sandra Stuart,Principal,827,,,West,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000222,,,,44007002102,,,,N,Mount Pleasant
5622,28137,2014-2015,,28,28,Public School,,Y,Esek Hopkins Middle School,Esek Hopkins Middle School,6,8,eMh,Middle,480 Charles Street,,Providence,02904,4014569203,http://www.edline.net/pages/Esek_Hopkins_Middle_School,Gloria Jackson,Principal,574,,,Hopkins MS,Providence,Providence,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440090000401,,,,44007002900,,,,N,Charles
5623,28138,2014-2015,,28,28,Public School,,Y,Robert F. Kennedy Elementary School,Robert F. Kennedy Elementary School,K,5,Emh,Elementary,195 Nelson Street,,Providence,02908,4014569403,http://www.edline.net/pages/Robert_Kennedy_ES,Susan DeAthos,Principal,480,,,Kennedy,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000241,,,,44007002400,,,,N,Elmhurst
5624,28139,2014-2015,,28,28,Public School,,Y,Central High School,Central High School,9,12,emH,High,70 Fricker Street,,Providence,02903,4014569111,http://www.centralknights.org/,Julia Carlson,Acting Principal,1087,,,Central HS,Providence,Providence,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440090000217,400145,,,44007000700,,,,Y,Upper South Providence
5625,28140,2014-2015,,28,28,Public School,,Y,Carl G. Lauro Elementary School,Carl G. Lauro Elementary School,K,5,Emh,Elementary,99 Kenyon Street,,Providence,02903,4014569391,http://www.edline.net/pages/Carl_Lauro_Elementary,Christopher Kennedy,Principal,915,,"In 2014-15, grade PK was dropped.",Lauro,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000227,,,,44007001100,,,,N,Federal Hill
5626,28142,2014-2015,,28,28,Public School,,Y,Reservoir Avenue School,Reservoir Avenue School,K,5,Emh,Elementary,156 Reservoir Avenue,,Providence,02907,4014569406,http://www.edline.net/pages/Reservoir_Avenue_School,Daniel Smith,Principal,303,,,Reservoir Ave,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000240,,,,44007001500,,,,N,Reservoir
5627,28143,2014-2015,,28,28,Public School,,Y,Nathan Bishop Middle School,Nathan Bishop Middle School,6,8,eMh,Middle,101 Sessions Street,,Providence,02906,4014569344,http://www.edline.net/pages/NathanBishopMS,Kimberly Luca,Principal,727,,,Bishop MS,Providence,Providence,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440090000474,,,,44007003400,,,,N,Blackstone
5628,28144,2014-2015,,28,28,Public School,,Y,Gilbert Stuart Middle School,Gilbert Stuart Middle School,6,8,eMh,Middle,188 Princeton Avenue,,Providence,02907,4014569341,http://www.edline.net/pages/Gilbert_Stuart_Middle_School,Edward Halpin,Principal,908,,,Stuart MS,Providence,Providence,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440090000223,,,,44007000300,,,,Y,West End
5629,28145,2014-2015,,28,28,Public School,,Y,Nathanael Greene Middle School,Nathanael Greene Middle School,6,8,eMh,Middle,721 Chalkstone Avenue,,Providence,02908,4014569347,http://www.edline.net/pages/NathanaelGreeneMS,Nicole Mathis,Principal,979,,,Greene MS,Providence,Providence,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440090000234,,,,44007002300,,,,N,Elmhurst
5630,28146,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000235,,,,,,,,,
5631,28147,2014-2015,,28,28,Public School,,Y,Roger Williams Middle School,Roger Williams Middle School,6,8,eMh,Middle,278 Thurbers Avenue,,Providence,02905,4014569355,http://rogerwilliamsmiddleschool.com/,Jennifer Vorro,Principal,862,,,Roger Williams MS,Providence,Providence,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440090000242,,,,44007000500,,,,Y,Lower South Providence
5632,28148,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000250,,,,,,,,,
5633,28149,2014-2015,,28,28,Public School,,Y,Hope High School,Hope High School,9,12,emH,High,324 Hope Street,,Providence,02906,4014569161,http://hopehsbluewave.org/,John Hunt,Principal,856,,,Hope HS,Providence,Providence,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440090000224,,,,44007003602,,,,N,College Hill
5634,28150,2014-2015,,28,28,Public School,,Y,Mount Pleasant High School,Mount Pleasant High School,9,12,emH,High,434 Mt. Pleasant Avenue,,Providence,02908,4014569181,http://www.mtpleasanths.org/,Chris Coleman,Principal,868,,,Mt. Pleasant HS,Providence,Providence,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440090000232,400185,,,44007002400,,,,N,Mount Pleasant
5635,28151,2014-2015,,28,28,Public School,,Y,Vartan Gregorian Elementary School,Vartan Gregorian Elementary School,K,5,Emh,Elementary,455 Wickenden St.,,Providence,02903,4014569377,http://www.edline.net/pages/Vartan_Gregorian_ES,Susan Stambler,Principal,398,,"In 2014-15, grade PK was dropped.",Gregorian,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000221,,,,44007003700,,,,N,Fox Point
5636,28153,2014-2015,,28,28,Public School,,Y,William D'Abate Elementary School,William D'Abate Elementary School,K,5,Emh,Elementary,60 Kossuth Street,,Providence,02909,4014569416,http://www.edline.net/pages/DAbateES,Brent Kermen,Principal,406,,,D'Abate,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000248,,,,44007001900,,,,N,Olneyville
5637,28155,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
5638,28156,2014-2015,,28,28,Public School,,Y,"Robert L. Bailey, IV Elementary School",Robert L. Bailey IV Elementary School,K,5,Emh,Elementary,65 Gordon Avenue,,Providence,02905,4014561735,http://www.edline.net/pages/BaileyES,Carolina Creel,Principal,449,,,Bailey,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000071,,,,44007000400,,,,Y,Lower South Providence
5639,28157,2014-2015,,28,28,Public School,,Y,"Lillian Feinstein Elementary, Sackett Street",Lillian Feinstein Elementary at Sackett Street,K,5,Emh,Elementary,159 Sackett Street,,Providence,02907,4014569407,http://www.edline.net/pages/Lillian_Feinstein_ES,Carolyn Johnston,Principal,440,,,Feinstein @ Sackett St,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000243,,,,44007000200,,,,Y,Elmwood
5640,28158,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000219,,,,,,,,,
5641,28159,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000368,,,,,,,,,
5642,28160,2014-2015,,28,28,Public School,,Y,Mary E. Fogarty Elementary School,Mary E. Fogarty Elementary School,K,5,Emh,Elementary,199 Oxford Street,,Providence,02905,4014569381,http://maryfogarty.webs.com/,Courtney Monterecy,Principal,473,,,Fogarty,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000231,,,,44007000400,,,,Y,Lower South Providence
5643,28161,2014-2015,,28,28,Public School,,Y,Harry Kizirian Elementary School,Harry Kizirian Elementary School,K,5,Emh,Elementary,60 Camden Avenue,,Providence,02908,4014569369,http://www.edline.net/pages/Harry_Kizirian_Elementary,Dina Cerra,Principal,612,,,Kizirian,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000216,,,,44007002600,,,,N,Smith Hill
5644,28162,2014-2015,,28,28,Public School,,Y,"The Sgt. Cornel Young, Jr. & Charlotte Woods Elementary School @ The B. Joe Clanton Complex","The Sgt. Cornel Young, Jr & Charlotte Woods Elementary School @ The B. Joe Clanton Complex",K,5,Emh,Elementary,674 Prairie Avenue,,Providence,02905,4012780515,http://www.edline.net/pages/YoungAndWoodsES,Christine Riley,Principal,692,,,Woods & Young,Providence,Providence,Y,Y,Y,N,Do not compare.,Y,N,N,N,,K to 5,Y,Y,440090000156,,,,44007000500,,,,Y,Lower South Providence
5645,28163,2014-2015,,28,28,Public School,,Y,"Dr. Martin Luther King, Jr. Elementary School",Dr. Martin Luther King Jr. Elementary School,K,5,Emh,Elementary,35 Camp Street,,Providence,02906,4014569398,http://www1.providenceschools.org/elementary-schools/king,Kristen Lussier,Principal,522,,,King,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000230,,,,44007003100,,,,N,Mount Hope
5646,28164,2014-2015,,28,28,Public School,,Y,Classical High School,Classical High School,9,12,emH,High,770 Westminster Street,,Providence,02903,4014569145,http://classicalhighschool.org/,Scott Barr,Principal,1118,,,Classical HS,Providence,Providence,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440090000218,400150,,,44007000700,,,,Y,Upper South Providence
5647,28165,2014-2015,,28,28,Public School,,Y,Pleasant View School,Pleasant View School,PK,5,Emh,Elementary,50 Obediah Brown Road,,Providence,02909,4014569325,http://www.edline.net/pages/PleasantViewElementarySchool,Gara Field,Principal,441,,,Pleasant View,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,PK to 5,Y,Y,440090000236,,,,44007002400,,,,N,Mount Pleasant
5648,28166,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
5649,28167,2014-2015,,28,49,Regional Collaborative,,Y,Urban Collaborative Accelerated Program,Urban Collaborative Accelerated Program,7,9,eMh,Middle,75 Carpenter Street,,Providence,02903,4012720881,http://www.ucap.org/,Robert DeBlois,Principal,139,,,UCAP,Urban Collaborative,UCAP,Y,Y,Y,N,,N,Y,Y,N,,7 to 9,Y,Y,440000500271,,,,44007001100,,,,N,Federal Hill
5650,28168,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000211,,,,,,,,,
5651,28170,2014-2015,,28,28,District Charter School,,Y,Times2 Academy,Times2 Academy,K,12,EMH,"Elem,Middle,High",50 Fillmore Street,,Providence,02908,4012725094,http://www.times2.org/,Jerry Kowalczyk and Katherine Maloney,Head of School; Dean,653,,,Times2,Providence,Providence,Y,Y,Y,Y,,Y,Y,Y,N,,K to 12,Y,Y,440090000157,400144,,,44007002600,,,,N,Smith Hill
5652,28172,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000244,,,,,,,,,
5653,28178,2014-2015,,28,28,District Charter School,,Y,Academy for Career Exploration,Academy for Career Exploration,9,12,emH,High,155 Harrison Street,,Providence,02907,4014561738,http://aceprovidence.com/,Mario Cirillo,CEO/Head of School,190,,,ACES (HS),Providence,Providence,Y,Y,Y,Y,,N,N,Y,N,,9 to 12,Y,Y,440090000055,400146,,,44007001100,,,,N,Federal Hill
5654,28179,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000056,,,,,,,,,
5655,28180,2014-2015,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000158,,,,,,,,,
