ID,school_code,school_year,rolled_into,district_code_IWL,district_code_lea,school_type_iwl,school_type_other,is_open,name_iwl,name_hub,low_grade,high_grade,grade_config_IWL,grade_config_HUB,street1,street2,city,zip,phone,url,principal,principal_label,num_students,num_teachers,notes,name_short,district_name,name_short_lea,corecity_4_yn,corecity_5_yn,corecity_6_yn,charter_yn,compare_py_dsc,elem_yn,middle_yn,high_yn,pk_only_yn,title1_yn,grade_span,include_IWL_file_yn,display_yn_HUB,nces_code,ACT_CEEB_code,ucoa_code,ucoa_leacode,ctract2010,cblock2010,ctract2000,cblock2000,MC_yn,neighborhood
5939,24111,2015-2016,,24,24,Public School,,Y,Dr. Edward A. Ricci Middle School,Dr. Edward A. Ricci Middle School,6,8,eMh,Middle,51 Intervale Avenue,,North Providence,02911,4012331170,http://npsd.k12.ri.us/ricci/,Lucille Delasanta,Principal,441,,,Ricci MS,North Providence,N. Providence,N,N,N,N,,N,Y,N,N,,6 to 8,Y,Y,440078000178,,,,44007012102,,,,N,
5940,24112,2015-2016,,24,24,Public School,,Y,Birchwood Middle School,Birchwood Middle School,6,8,eMh,Middle,10 Birchwood Drive,,North Providence,02904,4012331120,http://npsd.k12.ri.us/birchwood/,Melissa Goho,Principal,430,,,Birchwood MS,North Providence,N. Providence,N,N,N,N,,N,Y,N,N,,6 to 8,Y,Y,440078000173,,,,44007011902,,,,N,
5941,25106,2015-2016,,25,25,Public School,,Y,Dr. Harry L. Halliwell Memorial School,Dr. Harry L. Halliwell Memorial School,3,5,Emh,Elementary,358 Victory Highway,,Slatersville,02876,4017622793,http://halliwell.northsmithfieldschools.com/,Jennifer Daigneault,Principal,331,,,Halliwell Mem.,North Smithfield,N. Smithfield,N,N,N,N,,Y,N,N,N,,3 to 5,Y,Y,440081000184,,,,44007012801,,,,N,
5942,25108,2015-2016,,25,25,Public School,,Y,North Smithfield High School,North Smithfield High School,9,12,emH,High,412 Greenville Road,,North Smithfield,02896,4017662500,http://nshs.northsmithfieldschools.com/,Timothy McGee,Principal,496,,,North Smithfield HS,North Smithfield,N. Smithfield,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440081000186,400287,,,44007012803,,,,N,
5943,25109,2015-2016,,25,25,Public School,,Y,North Smithfield Middle School,North Smithfield Middle School,6,8,eMh,Middle,1850 Providence Pike,,North Smithfield,02896,4015976100,http://nsms.northsmithfieldschools.com/,John C. Lahar,Principal,454,,,North Smithfield MS,North Smithfield,N. Smithfield,N,N,N,N,,N,Y,N,N,,6 to 8,Y,Y,440081000469,,,,44007012803,,,,N,
5944,25110,2015-2016,,25,25,Public School,,Y,North Smithfield Elementary School,North Smithfield Elementary School,PK,3,Emh,Elementary,2214 Providence Pike,,North Smithfield,02896,4017652260,http://nses.northsmithfieldschools.com/,Diane Jolin,Principal,424,,,North Smithfield Elem.,North Smithfield,N. Smithfield,N,N,N,N,,Y,N,N,N,,PK to 3,Y,Y,440081000399,,,,44007012803,,,,N,
5945,26103,2015-2016,,26,26,Public School,,Y,Joseph Jenks Junior High School,Joseph Jenks Junior High School,6,8,eMh,Middle,350 Division Street,,Pawtucket,02860,4017296520,http://pawtucket.jenks.schooldesk.net/,Elizabeth Fasteson,Principal,563,,,Jenks JHS,Pawtucket,Pawtucket,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440084000197,,,,44007017100,,,,N,
5946,26105,2015-2016,,26,26,Public School,,Y,William E Tolman Senior High School,William E. Tolman Senior High School,9,12,emH,High,150 Exchange Street,,Pawtucket,02860,4017296400,http://pawtucket.tolman.schooldesk.net/,Christopher  Savastano,Principal,1012,,,Tolman SHS,Pawtucket,Pawtucket,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440084000202,400115,,,44007016000,,,,N,
5947,26106,2015-2016,,26,26,Public School,,Y,Samuel Slater Junior High School,Samuel Slater Junior High School,6,8,eMh,Middle,281 Mineral Spring Avenue,,Pawtucket,02860,4017296480,http://pawtucket.slater.schooldesk.net/,Jacqueline  Ash,Principal,711,,,Slater JHS,Pawtucket,Pawtucket,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440084000200,,,,44007015100,,,,N,
5948,26107,2015-2016,,26,26,Public School,,Y,Goff Junior High School,Goff Junior High School,6,8,eMh,Middle,974 Newport Avenue,,Pawtucket,02861,4017296500,http://pawtucket.goff.schooldesk.net/,Lisa Benedetti-Ramzi,Principal,721,,,Goff JHS,Pawtucket,Pawtucket,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440084000198,,,,44007015900,,,,N,
5949,26109,2015-2016,,26,26,Public School,,Y,Jacqueline M. Walsh School for the Performing and Visual Arts,Jacqueline M. Walsh School for the Performing and Visual Arts,9,12,emH,High,350 Divison Street,,Pawtucket,02860,4017212148,http://pawtucket.walsh.schooldesk.net/,Elizabeth Fasteson,Principal,168,,,J. Walsh HS for Arts,Pawtucket,Pawtucket,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440084000466,400969,,,44007017100,,,,N,
5950,26110,2015-2016,,26,26,Public School,,Y,Potter-Burns School,Potter-Burns School,K,5,Emh,Elementary,973 Newport Avenue,,Pawtucket,02861,4017296250,http://pawtucket.burns.schooldesk.net/,Cheryl McWilliams,Principal,509,,,Potter-Burns,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440084000196,,,,44007015800,,,,N,
5951,26111,2015-2016,,26,26,Public School,,Y,Nathanael Greene School,Nathanael Greene School,K,6,Emh,Elementary,285 Smithfield Avenue,,Pawtucket,02860,4017296260,http://pawtucket.greene.schooldesk.net/,Monique Jacob,Principal,523,,,Greene,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,K to 6,Y,Y,440084000199,,,,44007016300,,,,N,
5952,26113,2015-2016,,26,26,Public School,,Y,Fallon Memorial School,Fallon Memorial School,PK,5,Emh,Elementary,62 Lincoln Avenue,,Pawtucket,02861,4017296254,http://pawtucket.fallon.schooldesk.net/,Mary Murray,Principal,600,,,Fallon Mem.,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,PK to 5,Y,Y,440084000192,,,,44007017000,,,,N,
5953,26115,2015-2016,,26,26,Public School,,Y,Flora S. Curtis Memorial School,Flora S. Curtis Memorial School,PK,5,Emh,Elementary,582 Benefit Street,,Pawtucket,02861,4017296252,http://pawtucket.curtis.schooldesk.net/,Jean Friend,Principal,374,,,Curtis Mem.,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,PK to 5,Y,Y,440084000193,,,,44007015700,,,,N,
5954,26116,2015-2016,,26,26,Public School,,Y,Curvin-McCabe School,Curvin-McCabe School,K,5,Emh,Elementary,466 Cottage Street,,Pawtucket,02861,4017296258,http://pawtucket.mccabe.schooldesk.net/,Gina Adams,Principal,472,,,Curvin-McCabe,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440084000189,,,,44007015500,,,,N,
5955,26118,2015-2016,,26,26,Public School,,Y,Charles E. Shea High School,Charles E. Shea Senior High School,9,12,emH,High,485 East Avenue,,Pawtucket,02860,4017296445,http://pawtucket.shea.schooldesk.net/,Charles McGair,Principal,809,,,Shea SHS,Pawtucket,Pawtucket,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440084000201,400125,,,44007016500,,,,N,
5956,26119,2015-2016,,26,26,Public School,,Y,Henry J. Winters School,Henry J. Winters School,K,5,Emh,Elementary,481 Broadway,,Pawtucket,02860,4017296272,http://pawtucket.winters.schooldesk.net/,Michael Gilmore,Principal,392,,"In 2015-16, grade 6 was dropped.",Winters,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440084000195,,,,44007015400,,,,N,
5957,26120,2015-2016,,26,26,Public School,,Y,Elizabeth Baldwin School,Elizabeth Baldwin School,K,5,Emh,Elementary,50 Whitman Street,,Pawtucket,02860,4017296264,http://pawtucket.baldwin.schooldesk.net/,Kim McCaughey,Principal,695,,,Baldwin,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440084000191,,,,44007016400,,,,N,
5958,26121,2015-2016,,26,26,Public School,,Y,M. Virginia Cunningham School,M. Virginia Cunningham School,K,5,Emh,Elementary,40 Baldwin Street,,Pawtucket,02860,4017296262,http://pawtucket.cunningham.schooldesk.net/,Paul A. Zona Jr.,Principal,536,,,Cunningham,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440084000190,,,,44007015100,,,,N,
5959,26122,2015-2016,,26,26,Public School,,Y,Agnes E. Little School,Agnes E. Little School,K,5,Emh,Elementary,60 South Bend Street,,Pawtucket,02860,4017296256,http://pawtucket.little.schooldesk.net/,Raymond Dalton,Principal,446,,,Little,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440084000187,,,,44007017100,,,,N,
5960,26125,2015-2016,,26,26,Public School,,Y,Francis J. Varieur School,Francis J. Varieur School,K,6,Emh,Elementary,486 Pleasant Street,,Pawtucket,02860,4017296266,http://pawtucket.varieur.schooldesk.net/,Edna Coia,Principal,402,,"In 2015-16, grade PK was dropped.",Varieur,Pawtucket,Pawtucket,Y,Y,Y,N,,Y,N,N,N,,K to 6,Y,Y,440084000194,,,,44007016600,,,,N,
5961,26601,2015-2016,,26,53,Independent Charter School,,Y,International Charter School,International Charter School,K,5,Emh,Elementary,334 Pleasant Street,,Pawtucket,02860,4017210824,http://www.internationalcharterschool.org/,Darlene Pugnali,Principal,342,,,Int'l Charter,International Charter,Int'l Charter,Y,Y,Y,Y,,Y,N,N,N,,K to 5,Y,Y,440003400226,,,,44007016600,,,,N,
5962,26602,2015-2016,,26,54,Independent Charter School,,Y,Blackstone Academy Charter School,Blackstone Academy Charter School,9,12,emH,High,334 Pleasant Street,,Pawtucket,02860,4017261750,http://www.blackstoneacademy.org/,Kyleen E. Carpenter; Carolyn Sheehan,Principal; Ex. Director,247,,,Blackstone Academy,Blackstone Academy,Blackstone Acad. Charter,Y,Y,Y,Y,,N,N,Y,N,,9 to 12,Y,Y,440003600246,400100,,,44007016600,,,,N,
5963,27103,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440087000400,,,,,,,,,
5964,27104,2015-2016,,27,27,Public School,,Y,Howard Hathaway School,Howard Hathaway School,K,3,Emh,Elementary,53 Tallman Avenue,,Portsmouth,02871,4016830500,http://www.portsmouthschoolsri.net/education/school/school.php?sectiondetailid=117&linkid;=nav-menu-c/,Lisa Little,Principal,361,,,Hathaway,Portsmouth,Portsmouth,N,N,N,N,,Y,N,N,N,,K to 3,Y,Y,440087000204,,,,44005040102,,,,N,
5965,27106,2015-2016,,27,27,Public School,,Y,Portsmouth High School,Portsmouth High School,9,12,emH,High,120 Education Lane,,Portsmouth,02871,4016832124,http://www.portsmouthschoolsri.net/education/school/school.php?sectiondetailid=2769&linkid;=nav-menu-/,Robert Littlefield,Principal,879,,,Portsmouth HS,Portsmouth,Portsmouth,N,N,N,N,,N,N,Y,N,,9 to 12,Y,Y,440087000207,400128,,,44005040102,,,,N,
5966,27111,2015-2016,,27,27,Public School,,Y,Melville Elementary School,Melville Elementary School,PK,3,Emh,Elementary,1351 West Main Road,,Portsmouth,02871,4016831650,http://www.portsmouthschoolsri.net/education/school/school.php?sectiondetailid=89&linkid;=nav-menu-co/,Elizabeth Viveiros,Principal,296,,,Melville,Portsmouth,Portsmouth,N,N,N,N,,Y,N,N,N,,PK to 3,Y,Y,440087000206,,,,44005040103,,,,N,
5967,27112,2015-2016,,27,27,Public School,,Y,Portsmouth Middle School,Portsmouth Middle School,4,8,eMh,Middle,125 Jepson Lane,,Portsmouth,02871,4018493700,http://www.portsmouthschoolsri.net/education/school/school.php?sectiondetailid=75&linkid;=nav-menu-co/,Joseph Amaral,Principal,908,,,Portsmouth MS,Portsmouth,Portsmouth,N,N,N,N,,N,Y,N,N,,4 to 8,Y,Y,440087000208,,,,44005040103,,,,N,
5968,27115,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440087000203,,,,,,,,,
5969,28102,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000372,,,,,,,,,
5970,28103,2015-2016,,28,28,Public School,,Y,Leviton Dual Language School,Leviton Dual Language School,K,5,Emh,Elementary,65 Greenwich Street,,Providence,02907,4012782872,http://providenceschools.org/elementary-schools/leviton/,Javier Montanez,Principal,286,,,Lima Anx,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000237,,,,44007000300,4.4007E+14,,,Y,West End
5971,28104,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000239,,,,,,,,,
5972,28106,2015-2016,28134,28,28,Public School,Annex,Y,Frank D. Spaziano Elementary School Annex,Frank Spaziano Annex,K,1,Emh,Elementary,240 Laban Street,,Providence,02909,4014561783,http://providenceschools.org/elementary-schools/frank-spaziano--annex/,William Niemeyer,Acting Principal,174,,,Spaziano Anx,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 1,Y,Y,440090000093,,,,44007001800,4.4007E+14,,,N,Hartford
5973,28111,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000337,,,,,,,,,
5974,28113,2015-2016,,28,28,Public School,,Y,Dr. Jorge Alvarez High School,Dr. Jorge Alvarez High School,9,12,emH,High,375 Adelaide Avenue,,Providence,02907,4014560676,http://www.providenceschools.org/high-schools/alvarez/,Janice Hawkins,Principal,410,,,Alvarez HS,Providence,Providence,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440090000344,400001,,,44007001500,4.4007E+14,,,N,Reservoir
5975,28115,2015-2016,,28,28,Public School,,Y,Asa Messer Elementary School,Asa Messer Elementary School,PK,4,Emh,Elementary,1655 Westminster Street,,Providence,02909,4014569401,http://providenceschools.org/elementary-schools/messer/,Denise Missry-Milburn,Principal,561,,,Messer,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,PK to 4,Y,Y,440090000213,,,,44007001000,,,,Y,Federal Hill
5976,28116,2015-2016,,28,28,Public School,,Y,Alan Shawn Feinstein Elementary at Broad Street,Alan Shawn Feinstein Elementary at Broad Street,K,5,Emh,Elementary,1450 Broad Street,,Providence,02905,4014569367,http://providenceschools.org/elementary-schools/feinstein-at-broad/,Cynthia Scheller,Principal,465,,,ASF @ Broad,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000215,,,,44007000102,,,,N,Washington Park
5977,28119,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000328,,,,,,,,,
5978,28121,2015-2016,,28,28,Public School,,Y,"Alfred Lima, Sr. Elementary School",Alfred Lima Sr. Elementary School,2,5,Emh,Elementary,222 Daboll Street,,Providence,02907,4012780504,http://providenceschools.org/elementary-schools/lima/,Mercedes Torres,Principal,578,,,Lima,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,2 to 5,Y,Y,440090000124,,,,44007000300,,,,Y,West End
5979,28122,2015-2016,,28,28,Public School,,Y,Charles N. Fortes Elementary School,Charles Fortes Elementary School,PK,1,Emh,Elementary,234 Daboll Street,,Providence,02907,4012780501,http://www.providenceschools.org/elementary-schools/fortes/,Lori Hughes,Principal,351,,,Fortes,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,PK to 1,Y,Y,440090000133,,,,44007000300,,,,Y,West End
5980,28123,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
5981,28127,2015-2016,,28,28,Public School,,Y,Webster Avenue School,Webster Avenue School,K,5,Emh,Elementary,191 Webster Avenue,,Providence,02909,4014569414,http://providenceschools.org/elementary-schools/webster/,Alicia Jones,Principal,390,,,Webster Ave,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000247,,,,44007001600,,,,N,Silver Lake
5982,28130,2015-2016,,28,28,Public School,,Y,Veazie Street School,Veazie Street School,K,5,Emh,Elementary,211 Veazie Street,,Providence,02904,4014538601,http://providenceschools.org/elementary-schools/veazie/,Colleen Caswell,Principal,598,,,Veazie St,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000013,,,,44007002800,,,,N,Wanskuck
5983,28131,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
5984,28134,2015-2016,,28,28,Public School,,Y,Frank D. Spaziano Elementary School,Frank Spaziano Avenue Elementary School,2,5,Emh,Elementary,85 Laurel Hill Avenue,,Providence,02909,4014569389,http://providenceschools.org/elementary-schools/frank-spaziano--annex/,William Niemeyer,Principal,474,,"In 2015-16, grades K and 1 were dropped.",Spaziano,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,2 to 5,Y,Y,440090000228,,,,44007001800,,,,N,Hartford
5985,28135,2015-2016,,28,28,Public School,,Y,George J. West Elementary School,George J. West Elementary School,K,5,Emh,Elementary,145 Beaufort Street,,Providence,02908,4014569337,http://providenceschools.org/elementary-schools/west/,Sandra Stuart,Principal,832,,,West,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000222,,,,44007002102,,,,N,Mount Pleasant
5986,28137,2015-2016,,28,28,Public School,,Y,Esek Hopkins Middle School,Esek Hopkins Middle School,6,8,eMh,Middle,480 Charles Street,,Providence,02904,4014569203,http://providenceschools.org/middle-schools/hopkins/,Gloria Jackson,Principal,546,,,Hopkins MS,Providence,Providence,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440090000401,,,,44007002900,,,,N,Charles
5987,28138,2015-2016,,28,28,Public School,,Y,Robert F. Kennedy Elementary School,Robert F. Kennedy Elementary School,K,5,Emh,Elementary,195 Nelson Street,,Providence,02908,4014569403,http://providenceschools.org/elementary-schools/kennedy/,Susan DeAthos,Principal,470,,,Kennedy,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000241,,,,44007002400,,,,N,Elmhurst
5988,28139,2015-2016,,28,28,Public School,,Y,Central High School,Central High School,9,12,emH,High,70 Fricker Street,,Providence,02903,4014569111,http://providenceschools.org/high-schools/central/,Julia Carlson,Principal,1065,,,Central HS,Providence,Providence,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440090000217,400145,,,44007000700,,,,Y,Upper South Providence
5989,28140,2015-2016,,28,28,Public School,,Y,Carl G. Lauro Elementary School,Carl G. Lauro Elementary School,K,5,Emh,Elementary,99 Kenyon Street,,Providence,02903,4014569391,http://providenceschools.org/elementary-schools/lauro/,Christopher Kennedy,Principal,879,,,Lauro,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000227,,,,44007001100,,,,N,Federal Hill
5990,28142,2015-2016,,28,28,Public School,,Y,Reservoir Avenue School,Reservoir Avenue School,K,5,Emh,Elementary,156 Reservoir Avenue,,Providence,02907,4014569406,http://providenceschools.org/elementary-schools/reservoir/,Daniel Smith,Principal,306,,,Reservoir Ave,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000240,,,,44007001500,,,,N,Reservoir
5991,28143,2015-2016,,28,28,Public School,,Y,Nathan Bishop Middle School,Nathan Bishop Middle School,6,8,eMh,Middle,101 Sessions Street,,Providence,02906,4014569344,http://providenceschools.org/middle-schools/bishop/,Kimberly Luca,Principal,707,,,Bishop MS,Providence,Providence,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440090000474,,,,44007003400,,,,N,Blackstone
5992,28144,2015-2016,,28,28,Public School,,Y,Gilbert Stuart Middle School,Gilbert Stuart Middle School,6,8,eMh,Middle,188 Princeton Avenue,,Providence,02907,4014569341,http://providenceschools.org/middle-schools/stuart/,Scott Sutherland,Principal,879,,,Stuart MS,Providence,Providence,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440090000223,,,,44007000300,,,,Y,West End
5993,28145,2015-2016,,28,28,Public School,,Y,Nathanael Greene Middle School,Nathanael Greene Middle School,6,8,eMh,Middle,721 Chalkstone Avenue,,Providence,02908,4014569347,http://providenceschools.org/middle-schools/greene/,Nicole Mathis,Principal,971,,,Greene MS,Providence,Providence,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440090000234,,,,44007002300,,,,N,Elmhurst
5994,28146,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000235,,,,,,,,,
5995,28147,2015-2016,,28,28,Public School,,Y,Roger Williams Middle School,Roger Williams Middle School,6,8,eMh,Middle,278 Thurbers Avenue,,Providence,02905,4014569355,http://rogerwilliamsmiddleschool.com/,Jennifer Vorro,Principal,857,,,Roger Williams MS,Providence,Providence,Y,Y,Y,N,,N,Y,N,N,,6 to 8,Y,Y,440090000242,,,,44007000500,,,,Y,Lower South Providence
5996,28148,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000250,,,,,,,,,
5997,28149,2015-2016,,28,28,Public School,,Y,Hope High School,Hope High School,9,12,emH,High,324 Hope Street,,Providence,02906,4014569161,http://hopehsbluewave.org/,John Hunt,Principal,815,,,Hope HS,Providence,Providence,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440090000224,,,,44007003602,,,,N,College Hill
5998,28150,2015-2016,,28,28,Public School,,Y,Mount Pleasant High School,Mount Pleasant High School,9,12,emH,High,434 Mt. Pleasant Avenue,,Providence,02908,4014569181,http://providenceschools.org/high-schools/mount-pleasant/,Chris Coleman,Principal,876,,,Mt. Pleasant HS,Providence,Providence,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440090000232,400185,,,44007002400,,,,N,Mount Pleasant
5999,28151,2015-2016,,28,28,Public School,,Y,Vartan Gregorian Elementary School,Vartan Gregorian Elementary School,K,5,Emh,Elementary,455 Wickenden St.,,Providence,02903,4014569377,http://providenceschools.org/elementary-schools/gregorian/,Susan Stambler,Principal,387,,,Gregorian,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000221,,,,44007003700,,,,N,Fox Point
6000,28153,2015-2016,,28,28,Public School,,Y,William D'Abate Elementary School,William D'Abate Elementary School,K,5,Emh,Elementary,60 Kossuth Street,,Providence,02909,4014569416,http://providenceschools.org/elementary-schools/dabate/,Brent Kermen,Principal,405,,,D'Abate,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000248,,,,44007001900,,,,N,Olneyville
6001,28155,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
6002,28156,2015-2016,,28,28,Public School,,Y,"Robert L Bailey IV, Elementary School",Robert L. Bailey IV Elementary School,PK,5,Emh,Elementary,65 Gordon Avenue,,Providence,02905,4014561735,http://providenceschools.org/elementary-schools/bailey/,Carolina Creel,Principal,440,,"In 2015-16, grade PK was added.",Bailey,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,PK to 5,Y,Y,440090000071,,,,44007000400,,,,Y,Lower South Providence
6003,28157,2015-2016,,28,28,Public School,,Y,"Lillian Feinstein Elementary, Sackett Street",Lillian Feinstein Elementary at Sackett Street,K,5,Emh,Elementary,159 Sackett Street,,Providence,02907,4014569407,http://providenceschools.org/elementary-schools/feinstein-at-sackett/,Carolyn Johnston,Principal,447,,,Feinstein @ Sackett St,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000243,,,,44007000200,,,,Y,Elmwood
6004,28158,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000219,,,,,,,,,
6005,28159,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000368,,,,,,,,,
6006,28160,2015-2016,,28,28,Public School,,Y,Mary E. Fogarty Elementary School,Mary E. Fogarty Elementary School,K,5,Emh,Elementary,199 Oxford Street,,Providence,02905,4014569381,http://maryfogarty.webs.com/,Courtney Monterecy,Principal,466,,,Fogarty,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000231,,,,44007000400,,,,Y,Lower South Providence
6007,28161,2015-2016,,28,28,Public School,,Y,Harry Kizirian Elementary School,Harry Kizirian Elementary School,K,5,Emh,Elementary,60 Camden Avenue,,Providence,02908,4014569369,http://providenceschools.org/elementary-schools/kizirian/,Dina Cerra,Principal,601,,,Kizirian,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,K to 5,Y,Y,440090000216,,,,44007002600,,,,N,Smith Hill
6008,28162,2015-2016,,28,28,Public School,,Y,"The Sgt. Cornel Young, Jr & Charlotte Woods Elementary School @ The B. Joe Clanton Complex","The Sgt. Cornel Young, Jr & Charlotte Woods Elementary School @ The B. Joe Clanton Complex",PK,5,Emh,Elementary,674 Prairie Avenue,,Providence,02905,4012780515,http://providenceschools.org/elementary-schools/young--woods/,Edward Lee,Principal,693,,"In 2015-16, grade PK was added.",Woods & Young,Providence,Providence,Y,Y,Y,N,Do not compare.,Y,N,N,N,,PK to 5,Y,Y,440090000156,,,,44007000500,,,,Y,Lower South Providence
6009,28163,2015-2016,,28,28,Public School,,Y,"Dr. Martin Luther King, Jr. Elementary School",Dr. Martin Luther King Jr. Elementary School,PK,5,Emh,Elementary,35 Camp Street,,Providence,02906,4014569398,http://providenceschools.org/elementary-schools/king/,Kristen Lussier,Principal,498,,"In 2015-16, grade PK was added.",King,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,PK to 5,Y,Y,440090000230,,,,44007003100,,,,N,Mount Hope
6010,28164,2015-2016,,28,28,Public School,,Y,Classical High School,Classical High School,9,12,emH,High,770 Westminster Street,,Providence,02903,4014569145,http://providenceschools.org/high-schools/classical/,Scott Barr,Principal,1143,,,Classical HS,Providence,Providence,Y,Y,Y,N,,N,N,Y,N,,9 to 12,Y,Y,440090000218,400150,,,44007000700,,,,Y,Upper South Providence
6011,28165,2015-2016,,28,28,Public School,,Y,Pleasant View School,Pleasant View School,PK,5,Emh,Elementary,50 Obediah Brown Road,,Providence,02909,4014569325,http://providenceschools.org/elementary-schools/pleasant-view/,Gara Field,Principal,414,,,Pleasant View,Providence,Providence,Y,Y,Y,N,,Y,N,N,N,,PK to 5,Y,Y,440090000236,,,,44007002400,,,,N,Mount Pleasant
6012,28166,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,
6013,28167,2015-2016,,28,49,Regional Collaborative,,Y,Urban Collaborative Accelerated Program,Urban Collaborative Accelerated Program,7,9,eMh,Middle,75 Carpenter Street,,Providence,02903,4012720881,http://www.ucap.org/,Robert DeBlois,Principal,141,,,UCAP,Urban Collaborative,UCAP,Y,Y,Y,N,,N,Y,Y,N,,7 to 9,Y,Y,440000500271,,,,44007001100,,,,N,Federal Hill
6014,28168,2015-2016,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,440090000211,,,,,,,,,
6015,28170,2015-2016,,28,28,District Charter School,,Y,Times2 Academy,Times2 Academy,K,12,EMH,"Elem,Middle,High",50 Fillmore Street,,Providence,02908,4012725094,http://www.times2.org/,Jerry Kowalczyk; Katherine Maloney,Elementary Head of School; Dean of Academics (7-12),675,,,Times2,Providence,Providence,Y,Y,Y,Y,,Y,Y,Y,N,,K to 12,Y,Y,440090000157,400144,,,44007002600,,,,N,Smith Hill
