code,type,status,name,dist,config,nces,street1,street2,city,zip,phone,url,p_name,p_title
28161,Public LEA School (Public School),Active,Harry Kizirian Elementary School,Providence,Elementary,440090000216,60 Camden Avenue,,Providence,02908,4014569369,providenceschools.org/elementary-schools/kizirian,Dina  Cerra,Principal
28162,Public LEA School (Public School),Active,"The Sgt. Cornel Young, Jr & Charlotte Woods Elementary School @ The B. Joe Clanton Complex",Providence,Yes,440090000156,674 Prairie Avenue,,Providence,02905,4012780515,providenceschools.org/elementary-schools/young--woods,Edward  Lee,Principal
28163,Public LEA School (Public School),Active,"Dr. Martin Luther King, Jr. Elementary School",Providence,Elementary,440090000230,35 Camp Street,,Providence,02906,4014569398,providenceschools.org/elementary-schools/king,Kristen  Lussier,Principal
28164,Public LEA School (Public School),Active,Classical High School,Providence,400150,440090000218,770 Westminster Street,,Providence,02903,4014569145,providenceschools.org/high-schools/classical,Scott  Barr,Principal
28165,Public LEA School (Public School),Active,Pleasant View School,Providence,Yes,440090000236,50 Obediah Brown Road,,Providence,02909,4014569325,providenceschools.org/elementary-schools/pleasant-view,Gara  Field,Principal
28167,Collaborative (Public School),Active,Urban Collaborative Accelerated Program,Urban Collaborative,Middle,440000500271,75 Carpenter Street,,Providence,02903,4012720881,www.ucap.org,Robert  DeBlois,Principal
28170,Local Charter (Public School),Active,Times2 Academy,Providence,400144,440090000157,50 Fillmore Street,,Providence,02908,4012725094,www.times2.org,"Jerry  Kowalczyk, Katherine  Maloney","Elementary Head of School, Dean of Academics (7-12)"
28178,Local Charter (Public School),Active,Academy for Career Exploration (ACES),Providence,400146,440090000055,155 Harrison Street,,Providence,02907,4014561738,aceprovidence.com,Mario F Cirillo,CEO/Head of School
28181,Public LEA School (Public School),Active,Anthony Carnevale Elementary School,Providence,Yes,440090000162,50 Springfield Street,,Providence,02909,4012780554,providenceschools.org/elementary-schools/carnevale,Mari-Ellen  Boisclair,Principal
28182,Public LEA School (Public School),Active,Governor Christopher DelSesto Middle School,Providence,Middle,440090000175,152 Springfield Street,,Providence,02909,4012780557,www.delsestomiddleschool.org/,Arzinia  Gill,Principal
28187,Public LEA School (Public School),Active,E-Cubed Academy,Providence,400157,440090000323,812 Branch Avenue,,Providence,02904,4014560694,providenceschools.org/high-schools/e-cubed,Regina  Winkfield,Director
28189,Public LEA School (Public School),Active,"William B. Cooley, Sr. High School and the Providence Academy of International Studies High School",Providence,400156,440090000209,182 Thurbers Avenue,,Providence,02905,4014561781,juanitasanchez.org/,Michaela  Keegan,Principal
28190,District Admin (Public School),Active,Providence Public Schools,Providence,Elementary/Middle/High,,797 Westminster Street,,Providence,02903,4014569211,www.providenceschools.org,Christopher N Maher,Superintendent
28193,Career Tech (Public School),Active,Providence Career and Technical Academy,Providence,High,440090000467,41 Fricker street,,Providence,02903,4014569136,www.edline.net/pages/PCTA,"Luke  Driver, Wobberson  Torchon","Director, Principal"
28194,Public LEA School (Public School),Active,West Broadway Middle School,Providence,,,29 Bainbridge Avenue,,Providence,02909,4014569102,,William  Black,Principal
28195,Public LEA School (Public School),Active,360 High School,Providence,,,324 hope street,,Providence,02906,,,Kerry  Tuttlebee,Principal
28196,Public LEA School (Public School),Active,Evolutions High School,Providence,,,434 Mount Pleasant Avenue,,Providence,02908,,,Donna  Lucy,Principal
28202,Catholic School (Religious School),Active,Blessed Sacrament School,Catholic Schools,No,,240 Regent Avenue,,Providence,02908,4018313993,www.blessedschoolpvd.com,Janet  Rufful,Principal
28206,Catholic School (Religious School),Active,La Salle Academy,Catholic Schools,No,,612 Academy Avenue,,Providence,02908,4013517750,www.lasalle-academy.org,"Thomas  Gerrow F.S.C., Donald  Kavanagh, Robert  Lisi","President, Principal (9-12), Principal (7-8)"
28211,Catholic School (Religious School),Active,St. Augustine School,Catholic Schools,No,,635 Mt. Pleasant Avenue,,Providence,02908,4018311213,www.staugustinesri.com,Kathleen M. Morry,Principal
28217,Catholic School (Religious School),Active,Bishop McVinney Regional School,Catholic Schools,No,,155 Gordon Avenue,,Providence,02905,4017812370,www.bmvschool.org,Louis  Hebert,Principal
28219,Catholic School (Religious School),Active,St. Pius V School,Catholic Schools,No,,49 Elmhurst Avenue,,Providence,02908,4014219750,www.stpiusvschool-ri.org,Mary Veronica Keller O.P.,Principal
28223,Catholic School (Religious School),Active,St. Thomas Regional School,Catholic Schools,No,,15 Edendale Avenue,,Providence,02911,4013510403,www.saintthomasregional.com,Mary C. DiMuccio,Principal
28230,Catholic School (Religious School),Active,St. Patrick School,Catholic Schools,No,,244 Smith Street,,Providence,02908,4014219300,www.stpatrickacademyri.com,Bruce  Daigle,Principal
28302,Pre School (Private School),Active,Rhode Island College Cooperative Preschool,,Yes,,600 Mt. Pleasant Avenue       ,Whipple Annex,Providence,02908,4014568154, ,Martha  Dwyer,Director
28304,"Independent (PK, Elem/Sec)  (Private School)",Active,Lincoln School,,Yes,,301 Butler Avenue,,Providence,02906,4013319696,www.lincolnschool.org,Suzanne  Fogarty,Head of School
28305,"Independent (PK, Elem/Sec)  (Private School)",Active,Moses Brown School,,Yes,,250 Lloyd Avenue,,Providence,02906,4018317350,www.mosesbrown.org,Matt  Glendinning,Head of School
28308,"Independent (PK, Elem/Sec)  (Private School)",Active,Providence Hebrew Day/N.E. Academy of Torah,,Yes,,450 Elmgrove Avenue,,Providence,02906,4013315327,,"Rabbi Peretz Scheinerman, Miriam Esther Weiner","Dean, Principal"
28312,Pre School (Private School),Active,Dr. Pat Feinstein Child Development Center,,Yes,,80 Washington Street,,Providence,02903,4012775264,,Deb  Morelle,Director
28313,"Independent (PK, Elem/Sec)  (Private School)",Active,The Wheeler School,,Yes,,216 Hope Street,,Providence,02906,4014218100,www.wheelerschool.org,Dan  Miller,Head of School
28315,"Independent (PK, Elem/Sec)  (Private School)",Active,Community Preparatory School,,Yes,,126 Somerset Street,,Providence,02907,4015219696,,"Dan  Corley, Judith  Ryan","Head of School/Director of Education, Principal"
28319,Special Education (Special Education),Active,Tavares Educational Center/Tavares Pediatric Ctr,,Yes,,101 Plain Street,,Providence,02903,4012727127,,,
28320,Pre School (Private School),Active,The Livingston Center of the Groden Center,,Yes,,30 Livingston Street,,Providence,02904,4014212062,,June  Groden,Director
28337,Pre School (Private School),Active,East Side Nursery School,,Yes,,372 Wayland Avenue,,Providence,02906,4012722228,,Carole  Coleman-O'Halloran,Director
28338,Pre School (Private School),Active,Federal Hill House Association,,Yes,,9 Courtland Street,,Providence,02909,4014214722,,Nina  Pande,Director
28339,Pre School (Private School),Active,Jewish Community Center of R.I. Preschool,,Yes,,401 Elmgrove Avenue,,Providence,02906,4018618800,,Sue  Connor,Director
28342,"Independent (PK, Elem/Sec)  (Private School)",Active,Jewish Community Day School of Rhode Island,,Yes,,85 Taft Avenue,,Providence,02906,4017512470,www.jcdsri.org,Adam  Tilove,Director
28345,Special Education (Special Education),Active,Center for Individualized Training and Ed.,,Yes,,15 Bough Street,,Providence,02909,4013510610,,Robert  Rao,Ex. Director
28348,Pre School (Private School),Active,Roger Williams Day Care Center,,Yes,,64 Applegate Lane,,Providence,02905,4017859330,,Balbina  Young,Ex. Director
28353,"Independent (PK, Elem/Sec)  (Private School)",Active,School One,,Yes,,220 University Avenue,,Providence,02906,4013312497,,Jennifer  Borman,Head of School
28354,Special Education (Special Education),Active,The Providence Center School,,Yes,,520 Hope Street,,Providence,02906,4012764531,www.tpcschool.org,"Erin  Lane, Martha  Morris","Clinical Director, Principal"
28356,Special Education (Special Education),Active,"The Groden Center, Inc.",,Yes,,86 Mount Hope Avenue,,Providence,02906,4012746310,www.grodencenter.org,"Gerald  Groden, June  Groden",Co-Directors
28358,Special Education (Special Education),Active,High Road School of Providence,,Yes,,100 Houghton Street,,Providence,02904,4017515800,,Anthony   Clancy,School Director
28361,Pre School (Private School),Active,Jo-Ann Caffey McDowell Early Learning Center,,Yes,,7 Thomas P Whitten Way,,Providence,02903,,,Jo-Ann  McDowell,Director
28362,Pre School (Private School),Active,Brown Fox Point Early Childhood Ed. Center,,Yes,,150 Hope Street,,Providence,02906,4015215460,,Chris  Amirault,Director
28365,"Independent (PK, Elem/Sec)  (Private School)",Active,Henry Barnard School,,Yes,,600 Mt. Pleasant Avenue,,Providence,02908,4014568127,,Jeannine  Magliocco,Principal
28366,Pre School (Private School),Active,Bright Horizons Family Center,,Yes,,225 Blackstone Street,,Providence,02905,4014540312,,Ann  O'Reilly,Director
28371,"Independent (PK, Elem/Sec)  (Private School)",Active,Montessori Children's House,,Yes,,518 Lloyd Avenue,,Providence,02906,4013316120,,Troy A. Locke,Director
28373,"Independent (PK, Elem/Sec)  (Private School)",Active,San Miguel School,,Yes,,525 Branch Avenue,,Providence,02904,4014679777,www.sanmiguelprov.org,Carol  Soltys,Principal
28376,"Independent (PK, Elem/Sec)  (Private School)",Active,Ocean Tides School,DCYF,Yes,,260 Highland Avenue,,Providence,02906,4018613778,,Jane  Genereux,Principal
28377,"Independent (PK, Elem/Sec)  (Private School)",Active,The French-American School of RI,,Yes,,75 John Street,,Providence,02906,4012743325,,Dominique  Thompson,Principal
28379,Pre School (Private School),Active,Beautiful Beginnings Child Care Center,,Yes,,700 Elmwood Avenue,,Providence,02907,4017858485,,Melissa  Deitrick,Director
28380,"Independent (PK, Elem/Sec)  (Private School)",Active,The Tides School - Providence,,Yes,,790 Broad Street,,Providence,02905,4014678228,,"Michael  Reis, Virginia  Schuttert","CEO, Director of Special Education"
28381,"Independent (PK, Elem/Sec)  (Private School)",Active,Mount Pleasant Academy,,Yes,,1246 Chalkstone Avenue,,Providence,02908,4015214335,,Jeffrey R. Brusini,Director of School
28382,"Independent (PK, Elem/Sec)  (Private School)",Active,Sophia Academy,,Yes,,979 Branch Avenue,,Providence,02904,4017840021,,Gigi  DiBello,Head of School
28384,"Independent (PK, Elem/Sec)  (Private School)",Active,The Grace School,,Yes,,1000 Eddy Street,,Providence,02905,4015339100,,Karen  Higbie,Principal
28385,Pre School (Private School),Active,Ready to Learn Providence,Providence,No,,"CCRI, 1 Hilton Street Romm 121",,Providence,02905,4014909960,,,
28386,Pre School (Private School),Active,Highlander Charter School/Mariposa Center@Meeting St.School,Providence,Yes,,1000 Eddy Street,,Providence,02907,4017812824,,,
28387,Special Education (Special Education),Active,Bradley School Providence,,Yes,,130 Broadway,,Providence,02903,4016064100,www.bradleyschool.org,Patricia  Martins,Special Ed. Director
28388,Private School (Private School),Active,Montessori Community School of Rhode Island,,,,74 Dexter Street,,Providence,02909,4019359970,www.mcsri.org,Amy  Borak,Head of School
28410,Independent (Higher Education) (Higher Education),Active,Sawyer School                                     ,,No,,550 Hartford Avenue           ,Providence Extension          ,Providence,02909,4012723280, ,[No Contact Selected],Director
28414,Independent (Higher Education) (Higher Education),Active,Empire Beauty School,,No,,151 Broadway                  ,,Providence,02903,4012724300,www.empire.edu,Jacqueline  Pace,Director
28422,Independent (Higher Education) (Higher Education),Active,"Learning Gate, Inc.",,,,155 South Main Street,1st Floor,Providence,02903,4014545327,www.learninggate.com,Joel  Kestenberg,Director
28501,Private Colleges and Universities (Higher Education),Active,Brown University                                  ,,No,,Prospect Street               ,,Providence,02912,4018631000,www.brown.edu                                                            ,Ruth J. Simmons,President
28502,Private Colleges and Universities (Higher Education),Active,Providence College,,No,,549 River Avenue,,Providence,02918,4018652153,www.providence.edu,Brian J. Shanley O.P.,President
28503,Private Colleges and Universities (Higher Education),Active,Rhode Island School of Design,,No,,2 College Street,,Providence,02903,4014546764,www.risd.edu,John  Maeda,President
28504,Private Colleges and Universities (Higher Education),Active,Johnson and Wales University,,No,,8 Abbott Park Place,,Providence,02903,4015982473,www.jwu.edu,Irving   Schneider,President
28505,State Colleges and Universities (Higher Education),Active,Rhode Island College                              ,,No,,600 Mt. Pleasant Avenue       ,,Providence,02908,4014568101,www.ric.edu                                                           ,Nancy  Carriuolo,President
28507,State Colleges and Universities (Higher Education),Active,Community College of R.I. - Liston Campus,,No,,One Hilton Street,,Providence,02905,4014556000,www.ccri.edu,Ray M. Di Pasquale,President
28508,State Colleges and Universities (Higher Education),Active,URI/Alan Shawn Feinstein College of Continuing Education,,,,80 Washington Street,,Providence,02903,4012775489,www.uri.edu/prov,John H. McCray Jr.,Vice Provost/Urban Programs
28601,Charter School (Public School),Active,Highlander Charter School,Highlander,Elementary/Middle,440003100455,42 Lexington Avenue,,Providence,02907,4012772600,www.highlandercharter.org,Rose Mary  Grant,Principal
28602,Charter School (Public School),Active,Paul Cuffee Charter School,Paul Cuffee Charter Sch,Elementary/Middle/High,440003200220,459 Promenade Street,,Providence,02908,4014532626,www.paulcuffeeschool.org,"Eric  Charlesworth, Becky  Coustan","Principal, Principal (9-12)"
28606,Charter School (Public School),Active,Trinity Academy for the Performing Arts,Trinity Academy for the Performing Arts,Middle,440001800478,158 Messer Street,,Providence,02909,4014327881,www.trinityacademyfortheperformingarts.org,Nanci  DeRobbio,Head of School
28607,Charter School (Public School),Active,RI Nurses Institute Middle College Charter High School,Rhode Island Nurses Institute Middle College,High,440001900479,150 washington Street,4th Floor,Providence,02903,4016804900,www.tomorrowsnurses.org,Colleen  Hitchings,Principal
28608,Charter School (Public School),Active,Village Green Virtual Charter School,Village Green Virtual,High,440002500487,135 Weybosset Street,,Providence,02903,4018312878,www.vgonline.org,Robert  Pilkington Ed.D.,Principal
28609,Charter School (Public School),Active,Achievement First Providence Mayoral Academy,Achievement First Rhode Island,Elementary,440002100486,370 Hartford Avenue,,Providence,02909,4013180221,www.achievementfirst.org/schools/rhode-island-schools/,"Morgan  Carter, Benjamin  Smith","Principal, Director"
28610,Charter School (Public School),Active,Sheila Skip Nowell Leadership Academy (Capital Campus),Sheila Skip Nowell Leadership Academy,High,440002400483,133 Delaine Street,,Providence,02909,4017510405,,Jodi  LaFauci,Director
28611,Charter School (Public School),Active,SouthSide Elementary Charter School,SouthSide Charter School,Elementary,440002800490,126 Somerset street,,Providence,02907,4015219696,www.southsideelementary.org,Rina  Consuegra,Director of Administration
28613,Charter School (Public School),Active,The Hope Academy,The Hope Academy,,440002700489,1000 Eddy Street,,Providence,02905,4015339192,www.hopeacademyri.org,"Raphael   Diaz, Margaret   Knowlton","Principal, Superintendent"
28614,Charter School (Public School),Active,Achievement First Iluminar Mayoral Academy,Achievement First Rhode Island,Elementary,,370 Hartford Avenue,,Providence,02909,4013471116,www.achievementfirst.org,"Kevin  Lohela, Doug  McCurry","Principal, Director"
28702,State Operated School (Public School),Active,Rhode Island School for the Deaf,R.I. Sch for the Deaf,Yes,440000100380,One Corliss Park,,Providence,02908,4012223525,www.rideaf.net,Nancy  Maguire Heath,Director/Superintendent
28703,State Operated School (Public School),Active,Metropolitan Regional Career and Technical Center,MET Career and Tech,400166,440000300121,325 Public Street,,Providence,02905,4017522600,www.metcenter.org,"Arthur  Baraf, Steven  Bartholomew, Alin  Bennett, Nancy  Diaz Bain, Brad  Martin, Janet  Villanueva-Williams, Chantell  Wyllie","Principal, Principal, Principal, Co-Director, Principal, Principal, Principal"
28900,Home School (Home School),Active,Providence Home Schooling,Providence,No,,,,,,,,,
28901,Special Education (Special Education),Active,Butler Hospital                                   ,,No,,,,,,,,,
28902,Special Education (Special Education),Active,Delta Consultants - Providence                    ,,No,,,,,,,,,
28904,Special Education (Special Education),Active,Mc Michael Headstart                              ,,No,,,,,,,,,
28905,Special Education (Special Education),Active,Temple Headstart                                  ,,No,,,,,,,,,
28906,Special Education (Special Education),Active,Friendship Headstart,,No,,350 Point Street,,Providence,02905,4013512424,,,
28907,Special Education (Special Education),Active,West End Community Center Project Hope            ,,No,,109 Bucklin Street            ,,,,, ,,
28908,Special Education (Special Education),Active,Hasbro Children's Hospital                        ,,No,,593 Eddy Street               ,,Providence,02903,4014448278, ,Maryann  Cooney,Principal
28909,Special Education (Special Education),Active,RI Vision and Education Services,,,,,,,,,,,
28914,Special Education (Special Education),Active,Project Vision,,No,,20 Eighth Street,,Providence,02906,4013517230,,Kevin  Jackson,Principal
28915,Special Education (Special Education),Active,Kids World In-Town Providence YMCA,,No,,,,,,,,,
28916,Special Education (Special Education),Active,Goodwill Industries,,Yes,,100 Houghton Street,,Providence,02904,4018612080,http://www.goodwillri.org/,,
28917,Special Education (Special Education),Active,Cozy Corner Child Care Center,,No,,,,,,,,,
28918,Special Education (Special Education),Active,Urban Collab-Providence Serviced,,No,,75 Carpenter Street,,Providence,02903,,,,
28919,Special Education (Special Education),Active,Transition School at Johnson and Wales,,No,,Johnson & Wales,,,,4012158616,,,
28920,Special Education (Special Education),Active,Paul  V. Sherlock Center on Disabilities,Providence,,,600 Mount Pleasant Avenue,,Providence,02908,4014568072,,,
28921,Alternative Education School (Public School),Active,Amos House,,Yes,,415 Friendship St,,Providence,02907,4012720220,,Jennifer  Kodis,Ed. Services Coordinator
28922,Alternative Education School (Public School),Active,Community College of Rhode Island,,Yes,,1 Hilton Street,,Providence,02905,4014556059,,Sharon  Miles,Director
28923,Alternative Education School (Public School),Active,Comprehensive Community Action Programs,,Yes,,31 Providence Place,,Providence,02903,4014378885,,"Gary  Littlefield, Chris  Mansfield",Directors
28924,Alternative Education School (Public School),Active,Crossroads Rhode Island,,Yes,,160 Broad Street,,Providence,02903,4012774311,,,
28925,Alternative Education School (Public School),Active,Dorcas Place,,Yes,,220 Elmwood Ave,,Providence,02907,4012738866,,Jeff  Walker,Education Coordinator
28926,Alternative Education School (Public School),Active,English for Action,,Yes,,P.O Box 29405,,Providence,02909,4014213181,,Kimberly  Kohler,Director
28927,Alternative Education School (Public School),Active,The Genesis Center,,Yes,,620 Potter Ave,,Providence,02907,4017816110,,Donald  Keel,President & CEO
28929,Alternative Education School (Public School),Active,International Institute of RI,,Yes,,645 Elmwood Ave,,Providence,02907,4017848637,,Nazneen  Rahman,Education Director
28930,Alternative Education School (Public School),Active,Providence Community Action Program,,Yes,,518 Hartford Ave,,Providence,02909,4012732000,,,
28931,Alternative Education School (Public School),Active,Providence Housing Authority,,Yes,,144 Dodge Street,,Providence,02907,4017096417,,Bernice  Morris,Education Coordinator
28932,Alternative Education School (Public School),Active,Providence Plan,,Yes,,66 Chaffee Street,YouthBuild Providence,Providence,02909,4012737528,,"Shannon  Dolan, Anthony  Hubbard","Education Director, Director"
28933,Alternative Education School (Public School),Active,Rhode Island College Outreach Program,,Yes,,"600 Mt Pleasant Ave, Bldg 8 ",Rhode Island College,Providence,02908,4014568698,,"Jenifer  Giroux, Dawne  Pezzuco","Director, Assistant Director"
28934,Alternative Education School (Public School),Active,Rhode Island Family Literacy Initiative,,Yes,,150 Empire Street,,Providence,02903,4014558185,,,
28935,Alternative Education School (Public School),Active,Rhode Island Indian Council,,Yes,,807 Broad Street ,Suite 113,Providence,02907,4019413494,,Darrell  Waldron,Ex. Director
28936,Alternative Education School (Public School),Active,Year Up,,Yes,,10 Dorrance St.  ,Unit 1108,Providence,02903,4014217829,,"Bobby  Gondola, Meghan  Hughes","Director, Ex. Director"
28937,Special Education (Special Education),Active,A Venture Academy,Providence,,,7 Thomas P Whitten Way,,Providence,02903,,,John  Gallo,Head of School
28938,Special Education (Special Education),Active,Children's Friend Head Start (Berkshire Street),Providence,,,99 Berkshire Street,,Providence,02908,4017527500,,,
28939,Special Education (Special Education),Active,Love 4 All Childcare Center,Providence,,,943 Chalkstone Avenue,,Providence,02908,4013313999,,,
28990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Providence,No,,,,,,,,,
28997,Special Education (Special Education),Active,Home Instruction,Providence,No,,182 Thurbers Avenue,,Providence,02905,4044561718,www.providenceschools.org,Patricia  Nailor,Principal
28998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Providence,Yes,,,,,,,,,
28999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Providence,Yes,,,,,,,,,
30102,Public LEA School (Public School),Active,Hope Elementary School                            ,Scituate,Elementary,440096000253,391 North Road,,Hope,02831,4018213651,hopeschoolri.weebly.com/,Dana  Morel,Principal
30103,Public LEA School (Public School),Active,Clayville Elementary School,Scituate,Yes,440096000252,3 George Washington Highway,,Clayville,02815,4016474115,www.scituateri.net/clayville,Tricia  Capaldi,Principal
30104,Public LEA School (Public School),Active,Scituate High School,Scituate,400095,440096000255,94 Trimtown Road,,North Scituate,02857,4016474120,scituatehighschool.com,Michael  Sollitto,Principal
30105,Public LEA School (Public School),Active,Scituate Middle School,Scituate,Middle,440096000036,94 Trimtown Road,,North Scituate,02857,4016474123,www.scituateri.net/SMS,Michael T. Zajac,Principal
30106,Public LEA School (Public School),Active,North Scituate Elementary School,Scituate,Elementary,440096000254,46 Institute Lane,,North Scituate,02857,4016474110,www.scituateri.net/nses,Bryan  Byerlee,Principal
30190,District Admin (Public School),Active,Scituate Public Schools,Scituate,Elementary/Middle/High,,197 Danielson Pike,PO Box 188,North Scituate,02857,4016474100,www.scituateri.net,Paul R. Lescault,Superintendent
30900,Home School (Home School),Active,Scituate Home Schooling,Scituate,No,,,,,,,,,
30990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Scituate,No,,,,,,,,,
30997,Special Education (Special Education),Active,Home Instruction                                  ,Scituate,No,,,,,,,,,
30998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Scituate,Yes,,,,,,,,,
30999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Scituate,Yes,,,,,,,,,
31103,Public LEA School (Public School),Active,William Winsor School,Smithfield,Elementary,440099000261,562 Putnam Pike,,Greenville,02828,4019492059,winsor.smithfield-ps.org/,Brian  Ackerman,Principal
31104,Public LEA School (Public School),Active,Old County Road School,Smithfield,Elementary,440099000258,200 Old County Road,,Smithfield,02917,4012316613,ocres.smithfield-ps.org/,Laurie  Sullivan,Principal
31105,Public LEA School (Public School),Active,Anna M. McCabe School,Smithfield,Yes,440099000256,100 Pleasant View Avenue,,Smithfield,02917,4019492058,ames.smithfield-ps.org/,Catherine  Pleau,Principal
31107,Public LEA School (Public School),Active,Smithfield Senior High School,Smithfield,400053,440099000259,90 Pleasant View Avenue,,Smithfield,02917,4019492050,sentinel.smithfield-ps.org/,Daniel P. Kelley,Principal
31108,Public LEA School (Public School),Active,Raymond C. LaPerche School,Smithfield,Elementary,440099000257,11 Limerock Road,,Smithfield,02917,4012316652,rles.smithfield-ps.org/,Julie  Dorsey,Principal
31109,Public LEA School (Public School),Active,Vincent J. Gallagher Middle School,Smithfield,Middle,440099000260,10 Indian Run Trail,,Smithfield,02917,4019492056,gms.smithfield-ps.org/,Laurie  Beauvais,Principal
31190,District Admin (Public School),Active,Smithfield Public Schools,Smithfield,Elementary/Middle/High,,49 Farnum Pike,,Esmond,02917,4012316606,www.smithfield-ps.org,Robert M. O'Brien,Superintendent
31202,Catholic School (Religious School),Active,St. Philip School,Catholic Schools,No,,618 Putnam Pike,,Smithfield,02828,4019491130,www.stphilipschool.com,Cynthia L Senenko,Principal
31301,Pre School (Private School),Active,The Stork's Nest Child Academy II,,Yes,,440 George Washington Highway,,Smithfield,02917,4012332500,,Michele  Pezza,Director
31302,Pre School (Private School),Active,The Little Village Schoolhouse,,Yes,,170 Pleasant View Avenue,,Smithfield,02917,4012317446,,Debra J. Fontaine,Director
31320,Pre School (Private School),Active,Breezy Knoll Child Care Center                    ,,Yes,,311 Stillwater Road           ,,Smithfield,02917,4012327177, ,Jane  Masso,Director
31321,Pre School (Private School),Active,The Children's Workshop-Smithfield,,Yes,,22 Cedar Swamp Road,,Smithfield,02917,4012332828,,Leslie  Warren,Director
31323,Pre School (Private School),Active,Greenville Nursery School                         ,,Yes,,One Church Street,,Smithfield,02828,4019493051, ,Sheila  Borges,Director
31327,Pre School (Private School),Active,"Just For Kids Day Care, Inc.                      ",,Yes,,85 West Reservoir Road,,Smithfield,02917,4012325533, ,Nancy  Moretti,Director
31330,"Independent (PK, Elem/Sec)  (Private School)",Active,Masters Regional Academy,,Yes,,915 Douglas Pike,,Smithfield,02917,4012327061,,Michael W. Dube,Principal
31331,"Independent (PK, Elem/Sec)  (Private School)",Active,Kittens & Cubs Daycare and _Early Learning Center,,Yes,,915 Douglas Pike,,Smithfield,02917,4012318787,,Gina A Murray,Principal
31501,Private Colleges and Universities (Higher Education),Active,Bryant University,,No,,1150 Douglas Pike,,Smithfield,02917,4012326008,www.bryant.edu,Ronald K. Machtley,President
31900,Home School (Home School),Active,Smithfield Home Schooling,Smithfield,No,,,,,,,,,
31901,Special Education (Special Education),Active,Bright Start Academy,,No,,,,,,,,,
31990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Smithfield,No,,,,,,,,,
31997,Special Education (Special Education),Active,Home Instruction                                  ,Smithfield,No,,,,,,,,,
31998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Smithfield,Yes,,,,,,,,,
31999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Smithfield,Yes,,,,,,,,,
32103,Public LEA School (Public School),Active,Wakefield Elementary School,South Kingstown,Elementary,440102000269,101 High Street,,Wakefield,02879,4013601400,wa.skschools.net/,Lynn  Dougherty,Principal
32105,Public LEA School (Public School),Active,South Kingstown Integrated Pre-school,South Kingstown,Yes,440102000481,1157 South Road,,Wakefield,02879,4013601200,www.skschools.net,,
32107,Public LEA School (Public School),Active,Peace Dale Elementary School,South Kingstown,Elementary,440102000264,109  Kersey Road,,Peace Dale,02879,4013601600,pd.skschools.net/,Lisa  Wilson,Principal
32108,Public LEA School (Public School),Active,South Kingstown High School,South Kingstown,400230,440102000265,215 Columbia Street,,Wakefield,02879,4013601000,hs.skschools.net/,Robert  Mezzanotte,Principal
32110,Public LEA School (Public School),Active,Curtis Corner Middle School,South Kingstown,Middle,440102000266,301 Curtis Corner Road,,Wakefield,02879,4013601333,cc.skschools.net/,Patricia  Aull,Principal
32112,Public LEA School (Public School),Active,West Kingston Elementary School,South Kingstown,Elementary,440102000270,3119 Ministerial Road,,West Kingston,02892,4013601130,wk.skschools.net/,Kim  Mather,Principal
32113,Public LEA School (Public School),Active,Matunuck School,South Kingstown,Elementary,440102000263,380 Matunuck Beach Road,,Wakefield,02879,4013601234,mt.skschools.net/,Elizabeth  McGuire,Principal
32114,Public LEA School (Public School),Active,Broad Rock Middle School,South Kingstown,Middle,440102000210,351 Broad Rock Road,,Wakefield,02879,4017826223,br.skschools.net/,Kathleen  Egan,Principal
32190,District Admin (Public School),Active,S. Kingstown Public Schools,South Kingstown,Elementary/Middle/High,,307 Curtis Corner Road,,Wakefield,02879,4013601300,www.skschools.net,Kristen E. Stringfellow Ed.D.,Superintendent
32202,Catholic School (Religious School),Active,The Prout School,Catholic Schools,No,,4640 Tower Hill Road,,Wakefield,02879,4017899262,www.theproutschool.org,David  Estes,Director
32203,Catholic School (Religious School),Active,Msgr. Matthew F. Clarke Catholic Regional School,Catholic Schools,No,,5074 Tower Hill Road,,Wakefield,02879,4017890860,www.monsignorclarkeschool.org,John  Finnegan,Principal
32301,Special Education (Special Education),Active,Bradley School-South,,Yes,,4781 Tower Hill Road,,Wakefield,02879,4012841040,,Patricia  Martins,Director of Special Education
32302,Pre School (Private School),Active,Windswept Montessori School,,Yes,,220 Moonstone Beach Road,PO Box 662,Wakefield,02879,4017833222,,Jane  Wainfor,Director
32303,Private School (Private School),Active,Hoyden Academy,South Kingstown,,,1157 South Rd.,,Wakefield,02879,4013639616,www.hoydenacademy.com,Hope  Moffat,Director
32320,Pre School (Private School),Active,Stepping Stone Preschool,,Yes,,30 Spring Street,,Wakefield,02879,4017828860, ,Catherine  Larlham,Director
32323,Pre School (Private School),Active,URI Child Development Center,,Yes,,10 Lower College Road,,Kingston,02881,4018742758,,Susan  Warford,Director
32327,Pre School (Private School),Active,"Gingerbread House Nursery School, Inc.            ",,Yes,,366 Main Street,PO Box 5268,Wakefield,02880,4017824820, ,Ann H. Wojciechowski,Director
